Video,Evento,PCB,Start_Frame,End_Frame
Shoplifting053_x264.mp4,Shoplifting,,,
Shoplifting054_x264.mp4,Shoplifting,,,
Shoplifting055_x264.mp4,Shoplifting,,,
Stealing002_x264.mp4,Stealing,646.0,940.0,2691.0
Stealing003_x264.mp4,Stealing,,,
Stealing004_x264.mp4,Stealing,,,
Stealing006_x264.mp4,Stealing,871.0,2576.0,3172.0
Stealing007_x264.mp4,Stealing,,,
Stealing008_x264.mp4,Stealing,,,
Stealing009_x264.mp4,Stealing,94.0,1366.0,1614.0
Stealing010_x264.mp4,Stealing,,,
Stealing011_x264.mp4,Stealing,,1667.0,3717.0
Stealing012_x264.mp4,Stealing,825.0,2021.0,2637.0
Stealing013_x264.mp4,Stealing,,,
Stealing014_x264.mp4,Stealing,,186.0,2605.0
Stealing015_x264.mp4,Stealing,165.0,1219.0,1800.0
Stealing016_x264.mp4,Stealing,,,
Stealing017_x264.mp4,Stealing,257.0,378.0,912.0
Stealing018_x264.mp4,Stealing,,149.0,1723.0
Stealing019_x264.mp4,Stealing,,,
Stealing020_x264.mp4,Stealing,1507.0,1665.0,5839.0
Stealing021_x264.mp4,Stealing,,,
Stealing022_x264.mp4,Stealing,678.0,979.0,2459.0
Stealing023_x264.mp4,Stealing,,,
Stealing024_x264.mp4,Stealing,,,
Stealing025_x264.mp4,Stealing,,,
Stealing026_x264.mp4,Stealing,1128.0,1301.0,2433.0
Stealing027_x264.mp4,Stealing,,311.0,1788.0
Stealing028_x264.mp4,Stealing,,,
Stealing029_x264.mp4,Stealing,,,
Stealing030_x264.mp4,Stealing,,,
Stealing031_x264.mp4,Stealing,,,
Stealing032_x264.mp4,Stealing,,,
Stealing035_x264.mp4,Stealing,,,
Stealing036_x264.mp4,Stealing,,,
Stealing037_x264.mp4,Stealing,,,
Stealing042_x264.mp4,Stealing,,97.0,4200.0
Stealing043_x264.mp4,Stealing,,,
Stealing044_x264.mp4,Stealing,,,
Stealing045_x264.mp4,Stealing,,,
Stealing046_x264.mp4,Stealing,,,
Stealing047_x264.mp4,Stealing,77.0,617.0,965.0
Stealing048_x264.mp4,Stealing,,,
Stealing049_x264.mp4,Stealing,,,
Stealing050_x264.mp4,Stealing,,,
Stealing051_x264.mp4,Stealing,,,
Stealing052_x264.mp4,Stealing,,,
Stealing053_x264.mp4,Stealing,,,
Stealing054_x264.mp4,Stealing,,,
Stealing055_x264.mp4,Stealing,75.0,489.0,1618.0
Stealing057_x264.mp4,Stealing,661.0,893.0,1425.0
Stealing058_x264.mp4,Stealing,,,
Stealing059_x264.mp4,Stealing,,,
Stealing060_x264.mp4,Stealing,,,
Stealing061_x264.mp4,Stealing,,519.0,2217.0
Stealing062_x264.mp4,Stealing,,,
Stealing063_x264.mp4,Stealing,,,
Stealing065_x264.mp4,Stealing,448.0,718.0,3651.0
Stealing066_x264.mp4,Stealing,,,
Stealing067_x264.mp4,Stealing,,,
Stealing068_x264.mp4,Stealing,977.0,1470.0,2709.0
Stealing069_x264.mp4,Stealing,,,
Stealing070_x264.mp4,Stealing,,,
Stealing071_x264.mp4,Stealing,,,
Stealing072_x264.mp4,Stealing,,17.0,1327.0
Stealing073_x264.mp4,Stealing,,,
Stealing074_x264.mp4,Stealing,,,
Stealing075_x264.mp4,Stealing,,90.0,5162.0
Stealing077_x264.mp4,Stealing,,,
Stealing078_x264.mp4,Stealing,459.0,645.0,2586.0
Stealing079_x264.mp4,Stealing,1435.0,2582.0,4526.0
Stealing080_x264.mp4,Stealing,,,
Stealing081_x264.mp4,Stealing,,,
Stealing082_x264.mp4,Stealing,,,
Stealing083_x264.mp4,Stealing,,,
Stealing084_x264.mp4,Stealing,4637.0,5278.0,8375.0
Stealing086_x264.mp4,Stealing,,,
Stealing087_x264.mp4,Stealing,,102.0,4901.0
Stealing088_x264.mp4,Stealing,,,
Stealing089_x264.mp4,Stealing,,,
Stealing091_x264.mp4,Stealing,,343.0,599.0
Stealing092_x264.mp4,Stealing,,,
Stealing093_x264.mp4,Stealing,241.0,558.0,1229.0
Stealing094_x264.mp4,Stealing,,,
Stealing095_x264.mp4,Stealing,101.0,427.0,751.0
Stealing096_x264.mp4,Stealing,1400.0,1677.0,4011.0
Stealing097_x264.mp4,Stealing,,,
Stealing098_x264.mp4,Stealing,,,
Stealing100_x264.mp4,Stealing,,,
Stealing101_x264.mp4,Stealing,,,
Stealing102_x264.mp4,Stealing,75.0,409.0,1029.0
Stealing103_x264.mp4,Stealing,325.0,1016.0,5102.0
Stealing104_x264.mp4,Stealing,92.0,802.0,3151.0
Stealing105_x264.mp4,Stealing,,,
Stealing106_x264.mp4,Stealing,,,
Stealing107_x264.mp4,Stealing,,1132.0,4374.0
Stealing108_x264.mp4,Stealing,193.0,2339.0,3967.0
Stealing109_x264.mp4,Stealing,,,
Stealing110_x264.mp4,Stealing,324.0,633.0,1611.0
Stealing111_x264.mp4,Stealing,,599.0,4712.0
Stealing112_x264.mp4,Stealing,,909.0,2101.0
Stealing113_x264.mp4,Stealing,,665.0,1579.0
Stealing114_x264.mp4,Stealing,,,
Vandalism001_x264.mp4,Vandalism,,,
Vandalism002_x264.mp4,Vandalism,,91.0,1841.0
Vandalism003_x264.mp4,Vandalism,,,
Vandalism004_x264.mp4,Vandalism,,,
Vandalism005_x264.mp4,Vandalism,,,
Vandalism006_x264.mp4,Vandalism,,135.0,811.0
Vandalism007_x264.mp4,Vandalism,,,
Vandalism008_x264.mp4,Vandalism,2927.0,3114.0,3602.0
Vandalism009_x264.mp4,Vandalism,,,
Vandalism010_x264.mp4,Vandalism,,,
Vandalism011_x264.mp4,Vandalism,,,
Vandalism012_x264.mp4,Vandalism,,476.0,679.0
Vandalism013_x264.mp4,Vandalism,,,
Vandalism014_x264.mp4,Vandalism,,,
Vandalism015_x264.mp4,Vandalism,1385.0,2039.0,2366.0
Vandalism016_x264.mp4,Vandalism,,,
Vandalism017_x264.mp4,Vandalism,,302.0,560.0
Vandalism018_x264.mp4,Vandalism,,,
Vandalism019_x264.mp4,Vandalism,,,
Vandalism020_x264.mp4,Vandalism,201.0,542.0,990.0
Vandalism021_x264.mp4,Vandalism,,,
Vandalism022_x264.mp4,Vandalism,,,
Vandalism023_x264.mp4,Vandalism,,,
Vandalism024_x264.mp4,Vandalism,,,
Vandalism025_x264.mp4,Vandalism,,,
Vandalism026_x264.mp4,Vandalism,,,
Vandalism027_x264.mp4,Vandalism,206.0,272.0,701.0
Vandalism028_x264.mp4,Vandalism,,,
Vandalism029_x264.mp4,Vandalism,,,
Vandalism030_x264.mp4,Vandalism,,78.0,1376.0
Vandalism031_x264.mp4,Vandalism,,,
Vandalism032_x264.mp4,Vandalism,,,
Vandalism033_x264.mp4,Vandalism,,,
Vandalism034_x264.mp4,Vandalism,629.0,917.0,1756.0
Vandalism035_x264.mp4,Vandalism,,158.0,866.0
Vandalism036_x264.mp4,Vandalism,225.0,592.0,1266.0
Vandalism037_x264.mp4,Vandalism,,,
Vandalism038_x264.mp4,Vandalism,,,
Vandalism039_x264.mp4,Vandalism,,,
Vandalism040_x264.mp4,Vandalism,,115.0,179.0
Vandalism041_x264.mp4,Vandalism,,,
Vandalism042_x264.mp4,Vandalism,,,
Vandalism043_x264.mp4,Vandalism,,,
Vandalism044_x264.mp4,Vandalism,,,
Vandalism045_x264.mp4,Vandalism,,893.0,3967.0
Vandalism046_x264.mp4,Vandalism,683.0,835.0,1241.0
Vandalism047_x264.mp4,Vandalism,,,
Vandalism048_x264.mp4,Vandalism,2945.0,3064.0,5436.0
Vandalism049_x264.mp4,Vandalism,137.0,340.0,844.0
Vandalism050_x264.mp4,Vandalism,,,
